conflict_id,region,side_a,side_b,year,start_month,duration,intensity_level,conflict_issue,sides,location
11342,Asia,Government of India,GNLA,2012,Nov,36,1,1,a,India
11342,Asia,Government of India,GNLA,2014,Jul,149,1,1,a,India
11343,Middle East,Government of Egypt,Government of Israel,1967,Jun,5,2,1,a,Egypt
11343,Middle East,Government of Egypt,Government of Israel,1967,Jun,5,2,1,b,Israel
11343,Middle East,Government of Egypt,Government of Israel,1970,Mar,519,1,1,a,Egypt
11343,Middle East,Government of Egypt,Government of Israel,1970,Mar,519,1,1,b,Israel
11343,Middle East,Government of Egypt,Government of Israel,1973,Oct,18,2,1,a,Egypt
11343,Middle East,Government of Egypt,Government of Israel,1973,Oct,18,2,1,b,Israel
11344,Africa,Government of Sudan,Republic of South Sudan,2011,May,27,1,1,a,Sudan
11345,Africa,Government of South Sudan,"NAS, SPLM/A - IO - Kitgwang",2021,Aug,3782,1,2,a,South Sudan
11346,Africa,Government of Libya,"Forces of Muammar Gaddafi, NTC",2011,Mar,264,2,2,a,Libya
11346,Africa,Government of Libya,Forces of the House of Representatives,2015,Nov,506,1,2,a,Libya
11346,Africa,Government of Libya,"Forces of Khalifa al-Ghawil, Forces of the House of Representatives, PFLL",2017,May,178,1,2,a,Libya
11346,Africa,Government of Libya,Forces of the House of Representatives,2020,Feb,618,1,2,a,Libya
11347,Africa,Government of Mali,AQIM,2009,Jun,30,1,2,a,Mali
11347,Africa,Government of Mali,JNIM,2022,Jan,3994,2,2,a,Mali
11348,Africa,Government of South Sudan,Government of Sudan,2012,Mar,274,1,1,a,South Sudan
11348,Africa,Government of South Sudan,Government of Sudan,2012,Mar,274,1,1,b,Sudan
11349,Asia,Government of China,ETIM,2008,Aug,19,1,1,a,China
11350,Asia,Government of Bangladesh,PBCP-J,2006,Feb,682,1,2,a,Bangladesh
11447,Africa,Government of Ethiopia,IGLF,1991,Oct,0,1,1,a,Ethiopia
11475,Asia,Government of Myanmar (Burma),NSCN-K,1991,Dec,0,1,1,a,Myanmar
11475,Asia,Government of Myanmar (Burma),NSCN-K,1995,Apr,16,1,1,a,Myanmar
11475,Asia,Government of Myanmar (Burma),NSCN-K,2001,Feb,445,1,1,a,Myanmar
11475,Asia,Government of Myanmar (Burma),NSCN-K,2007,Jan,745,1,1,a,Myanmar
11487,Asia,Government of Malaysia,Sultanate of Sulu,2013,Mar,53,1,1,a,Malaysia
11884,Asia,Government of Hyderabad,CPI,1948,Jun,446,2,2,a,Hyderabad
13042,Middle East,Government of Syria,PYD,2015,Sep,1051,1,1,a,Syria
13219,Europe,Government of Ukraine,Maidan,2014,Feb,3,1,2,a,Ukraine
13243,Europe,Government of Russia (Soviet Union),Government of Ukraine,2022,Feb,310,2,3,a,Russia
13243,Europe,Government of Russia (Soviet Union),Government of Ukraine,2022,Feb,310,2,3,b,Ukraine
13246,Europe,Government of Ukraine,DPR,2014,May,136,2,1,a,Ukraine
13247,Europe,Government of Ukraine,LPR,2014,Jun,95,2,1,a,Ukraine
13306,Europe,Government of Ukraine,DPR,2022,Sep,3026,1,1,a,Ukraine
13324,Asia,Government of Kyrgyzstan,Government of Tajikistan,2022,May,609,1,1,a,Kyrgyzstan
13324,Asia,Government of Kyrgyzstan,Government of Tajikistan,2022,May,609,1,1,b,Tajikistan
13588,Europe,Government of Russia (Soviet Union),IS,2020,Aug,1976,1,1,a,Russia
13604,Middle East,Government of Syria,IS,2022,Jul,3446,1,1,a,Syria
13611,Africa,Government of Mali,FLM,2015,Jun,123,1,1,a,Mali
13637,Asia,Government of Afghanistan,IS,2022,Mar,2860,1,1,a,Afghanistan
13638,Africa,Government of Cameroon,IS,2016,Aug,422,1,1,a,Cameroon
13638,Africa,Government of Cameroon,IS,2019,Apr,143,1,1,a,Cameroon
13638,Africa,Government of Cameroon,IS,2021,Jul,142,1,1,a,Cameroon
13639,Africa,Government of Niger,IS,2022,Mar,2833,1,1,a,Niger
13640,Africa,Government of Chad,IS,2015,May,158,1,1,a,Chad
13640,Africa,Government of Chad,IS,2022,May,2066,1,1,a,Chad
13641,Africa,Government of Nigeria,IS,2022,Mar,2841,2,1,a,Nigeria
13645,Middle East,Government of Yemen (North Yemen),IS,2015,Mar,200,1,1,a,Yemen
13645,Middle East,Government of Yemen (North Yemen),IS,2017,May,0,1,1,a,Yemen
13645,Middle East,Government of Yemen (North Yemen),IS,2020,Aug,29,1,1,a,Yemen
13646,Africa,Government of Kenya,Al-Shabaab,2022,Jul,2728,1,1,a,Kenya
13648,Middle East,Government of Egypt,IS,2022,Jan,2893,1,1,a,Egypt
13653,Asia,Government of India,UNLFW,2018,Jun,1278,1,1,a,India
13674,Asia,Government of Bangladesh,IS,2017,Aug,373,1,1,a,Bangladesh
13675,Middle East,Government of Lebanon,IS,2015,Aug,499,1,1,a,Lebanon
13675,Middle East,Government of Lebanon,IS,2017,Aug,8,1,1,a,Lebanon
13692,Multiple,Government of Afghanistan,"Government of United Kingdom, Government of United States of America",2001,Oct,37,2,2,a,Afghanistan
13692,Multiple,Government of Afghanistan,"Government of United Kingdom, Government of United States of America",2001,Oct,37,2,2,b,United Kingdom
13692,Multiple,Government of Afghanistan,"Government of United Kingdom, Government of United States of America",2001,Oct,37,2,2,c,United States of America
13694,Africa,Government of Libya,IS,2019,Mar,1656,1,1,a,Libya
13721,Africa,Government of Algeria,IS,2015,May,0,1,1,a,Algeria
13809,Middle East,Government of Syria,SDF,2016,Apr,219,1,3,a,Syria
13809,Middle East,Government of Syria,SDF,2018,Sep,106,1,3,a,Syria
13840,Africa,Government of Burkina Faso,IS,2022,Aug,1230,1,1,a,Burkina Faso
13886,Middle East,Government of Jordan,IS,2016,Dec,11,1,1,a,Jordan
13902,Middle East,Government of Turkey,IS,2017,Nov,662,1,1,a,Turkey
13936,Asia,Government of Pakistan,IS,2019,Oct,1099,1,1,a,Pakistan
13936,Asia,Government of Pakistan,IS,2022,Dec,376,1,1,a,Pakistan
14074,Africa,Government of Somalia,Republic of Somaliland,2018,May,174,1,1,a,Somalia
14113,Africa,Government of Mali,IS,2022,Jul,2001,1,1,a,Mali
14129,Africa,Government of Cameroon,Ambazonia insurgents,2022,Dec,1849,1,1,a,Cameroon
14197,Africa,Government of Somalia,IS,2021,Jun,929,1,1,a,Somalia
14268,Middle East,Government of Iran,IS,2017,Jun,0,1,1,a,Iran
14275,Asia,Government of Philippines,IS,2022,Jun,2404,1,1,a,Philippines
14333,Africa,Government of Tunisia,IS,2016,Mar,14,1,1,a,Tunisia
14609,Middle East,Government of Iran,Government of Israel,2022,Apr,1707,1,2,a,Iran
14609,Middle East,Government of Iran,Government of Israel,2022,Apr,1707,1,2,b,Israel
14692,Africa,Government of DR Congo (Zaire),IS,2022,Nov,1151,1,1,a,DR Congo
14845,Africa,Government of Mozambique,IS,2022,Aug,1242,1,1,a,Mozambique
14935,Africa,Government of Ethiopia,Military faction (forces of Asaminew Tsige),2019,Jun,2,1,1,a,Ethiopia
15183,Africa,Government of Tanzania,IS,2020,Oct,0,1,1,a,Tanzania
15256,Africa,Government of Benin,JNIM,2022,Oct,80,1,2,a,Benin
15283,Africa,Government of Central African Republic,FPRC,2015,Oct,0,1,1,a,Central African Republic
15438,Africa,Government of Uganda,IS,2022,Dec,10,1,1,a,Uganda
200,Americas,Government of Bolivia,Popular Revolutionary Movement,1946,Jul,0,2,2,a,Bolivia
200,Americas,Government of Bolivia,MNR,1949,Sep,0,1,2,a,Bolivia
200,Americas,Government of Bolivia,MNR,1952,Apr,3,1,2,a,Bolivia
200,Americas,Government of Bolivia,ELN,1967,Mar,199,1,2,a,Bolivia
201,Asia,Government of France,Khmer Issarak,1953,Aug,2627,1,1,a,Cambodia
202,Asia,Government of China,PLA,1949,Dec,1073,2,2,a,China
203,Europe,Government of Greece,DSE,1949,Mar,1295,2,2,a,Greece
204,Asia,Government of Netherlands,Indonesian People's Army,1949,Dec,958,1,1,a,Indonesia
205,Middle East,Government of Iran,KDPI,1946,May,199,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,1968,Dec,731,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,1988,Dec,3288,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,1990,Jul,38,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,1993,Sep,60,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,1996,Jul,0,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,2016,Sep,104,1,1,a,Iran
205,Middle East,Government of Iran,KDPI,2018,Aug,62,1,1,a,Iran
206,Middle East,Government of Iran,Republic of Azerbaijan,1946,Dec,0,1,1,a,Iran
207,Middle East,Government of United Kingdom,IZL [Etzel],1946,Dec,0,1,1,a,Israel
208,Asia,Government of France,Lao Issara,1953,Mar,2832,1,1,a,Laos
209,Asia,Government of Philippines,Huk,1954,Jul,3075,2,2,a,Philippines
209,Asia,Government of Philippines,CPP,1995,Sep,9556,1,2,a,Philippines
209,Asia,Government of Philippines,CPP,1997,Nov,37,1,2,a,Philippines
209,Asia,Government of Philippines,CPP,2022,Jun,8609,1,2,a,Philippines
210,Europe,Government of Russia (Soviet Union),Forest Brothers,1948,Dec,731,1,1,a,Russia
211,Europe,Government of Russia (Soviet Union),"LNPA, LTS(p)A",1946,Dec,0,1,1,a,Russia
212,Europe,Government of Russia (Soviet Union),BDPS,1948,Jun,915,1,1,a,Russia
213,Europe,Government of Russia (Soviet Union),UPA,1950,Dec,1461,1,1,a,Russia
214,Multiple,Government of France,Government of Thailand,1946,May,194,1,1,a,France
214,Multiple,Government of France,Government of Thailand,1946,May,194,1,1,b,Thailand
215,Europe,Government of Albania,Government of United Kingdom,1946,Oct,70,1,1,a,Albania
215,Europe,Government of Albania,Government of United Kingdom,1946,Oct,70,1,1,b,United Kingdom
216,Asia,Government of France,Viet minh,1954,Nov,2799,2,1,a,Vietnam
217,Asia,Government of China,Taiwanese insurgents,1947,Feb,24,2,1,a,China
218,Asia,Government of India,Government of Pakistan,1948,Dec,0,2,1,a,India
218,Asia,Government of India,Government of Pakistan,1948,Dec,0,2,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1965,Dec,349,2,1,a,India
218,Asia,Government of India,Government of Pakistan,1965,Dec,349,2,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1971,Dec,14,2,1,a,India
218,Asia,Government of India,Government of Pakistan,1971,Dec,14,2,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1984,Dec,0,1,1,a,India
218,Asia,Government of India,Government of Pakistan,1984,Dec,0,1,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1987,Dec,0,1,1,a,India
218,Asia,Government of India,Government of Pakistan,1987,Dec,0,1,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1992,Dec,1096,1,1,a,India
218,Asia,Government of India,Government of Pakistan,1992,Dec,1096,1,1,b,Pakistan
218,Asia,Government of India,Government of Pakistan,1994,Jun,153,1,1,a,India
